"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"
"Biomarker194"	6.07984186808862	5.78397286637062	2.08298652573677	5.42668231206883	5.93081788507209	2.91113379485246	3.96716933634645	4.82638006466305	3.22695807425795	3.71620730628791	3.80616438244137	4.19564804966228	5.7013118758549	2.96985857490181	3.97723607188106	4.3563573239296	3.77117002879145	5.28829341998866	4.83937879050015	5.30761793323741
"Biomarker195"	3.98082570905917	3.66658907927147	1.95205075216136	4.18028932196836	6.83454280693675	4.05274636467789	3.58053892041212	4.73058830432841	5.08143558494481	7.3917406481367	1.7743153800846	2.78541798342299	2.31053766162776	2.8001219457501	3.50308870596732	3.7185464339187	3.67051461445116	4.91529807834949	2.57377678367093	5.26982242879069
"Biomarker196"	5.98237294281881	3.61739628047214	6.29690030353656	5.08087255142575	5.36074691720405	6.42729950501205	3.10909004257899	5.19625718708552	6.48787046764982	5.19209686050914	7.15559222774093	6.52471790734539	6.33606096146722	4.96411828495086	7.94910162929296	6.20688574645448	5.96662897378875	6.62184908065471	5.66789870712057	5.58389507567411
"Biomarker197"	3.82670856266782	4.19738871971242	4.92199505615471	5.0814007849702	3.78648714344476	5.55986070818617	6.14833368477786	6.13272627124968	5.58747923485569	4.03530064692176	2.12313447016533	4.08532448098444	4.51186431500211	4.16336840757174	4.67382147001014	4.6421377535435	4.82802595860792	2.11418284955966	4.56509036520253	3.56202414456264
"Biomarker198"	5.75660093346973	4.2546996756487	3.68496288708985	4.26376053342088	5.95860355747944	5.04737149300517	8.47421196943884	5.58241013455782	3.45053670755001	2.23440830190129	4.58754799147142	7.48364843776429	5.79961843485296	6.36669877608063	8.19621072695362	5.16541269952117	5.58542523375008	5.84712726688162	6.49929509089573	6.50326104735365
"Biomarker199"	4.7136658251025	3.81247979787243	4.86303567272408	3.66836247937055	6.08501346610295	5.32838437425905	5.78831214485053	5.9654114247185	4.53582812739741	4.14336045626358	6.34146994030822	6.39090525875346	5.72813371393437	7.54423279518077	6.1901554917509	5.83518326518787	5.78840573468036	6.24494591788069	6.14570292830927	6.78804213282768
"Biomarker200"	4.33761688405376	3.74163112066276	6.87495617506869	4.90906353272972	5.58317012212614	4.59805227323246	4.93817085998406	4.698763394688	7.00725455581143	5.25880295030324	6.1509338963051	7.71090965245461	7.04272170136427	5.7433440251321	6.80207959189587	6.86443125295883	6.80483322151109	5.13127527056799	6.77544986628252	7.65342186549805
"Biomarker201"	5.0597502816748	6.38208613762662	4.62480147138139	4.36021751708426	6.53752076766567	5.40398636735644	3.48963592265284	4.2977128387264	2.76385366179741	4.77681465925708	5.47459009835677	5.26321382941807	7.49885332151814	6.89462035319198	7.96891393109597	4.54095469840181	6.05725769539687	5.4561405018285	7.0924102921804	5.6247197175163
"Biomarker202"	3.71194336882266	5.40802819516047	4.91516929462192	4.39211288657491	4.57250265684191	4.32610941044156	4.37322861825747	6.25582669856493	5.51234232674362	4.93983562637022	2.93509295018507	1.27489165116376	3.23736346994134	3.01554209182941	4.11229518870226	5.86195633562533	3.33803797968788	5.21775780585134	3.06990419427004	3.94321756956409
"Biomarker203"	6.44216916706483	3.51183408185502	4.30864791961518	4.78515981699072	5.68093961870381	4.70348887034086	6.00911905004062	6.89799735143082	4.42284957484718	5.28853645583339	2.58973376510393	4.20882256731781	2.2019476672887	3.45473877412657	4.21827403976355	4.28560207232173	6.14605493992608	1.59817971041629	3.86249332060706	3.90763643518725
"Biomarker204"	4.36613056332803	3.29842743540196	5.12459468441566	3.59009218137275	6.60702609001271	5.57153977883406	6.502494372204	4.93912965334814	6.75186147714774	4.84228134301652	7.45818476810696	6.1444821487805	7.34765277418306	7.08237290331338	6.39665648040753	7.37796195554802	7.37572247325222	8.33350197377472	7.08778709015285	5.82684450531263
"Biomarker205"	5.76783855577449	3.11248328628474	2.80458030774472	5.96554162772369	4.59239376086479	4.61503069719877	5.20205650269561	4.83991144390173	4.94067224944079	6.23494328606686	3.48044961937852	4.66047763468675	4.96445632683555	4.00861757430398	3.59383503484142	5.47115743008099	4.4398505534408	3.71926628775278	3.38431887808403	4.18697255851708
"Biomarker206"	5.92173139090088	5.38725715835725	3.34285153400262	4.24475804424647	4.11546178843519	7.75843500813884	3.14438133095136	4.81299991108584	5.09210165672272	4.07861445467238	4.90941951086403	6.44824303699793	3.37541125568185	4.30869003287903	3.95731849933028	4.97154809934716	5.08608033450574	6.42299437668101	5.08183953428123	4.97997554107405
"Biomarker207"	2.47986395890446	3.3979640185897	5.53281880138261	3.59981938633316	4.29134691913761	4.08883599360765	4.67372169460812	5.81240578299377	5.21193532256399	4.427147533124	4.96955110486573	3.50639078221845	2.82109576207562	4.08988088496037	3.52438166524115	5.20668644340547	4.266984828966	2.61993107233725	4.78465797171366	3.18903505590609
"Biomarker208"	6.54410698316299	7.51578961234169	5.24283866972167	4.62985920983516	3.10681412945351	6.46660644220896	3.94503349049722	3.41776363851261	4.81338116419452	5.19638615257316	2.07318158671286	4.2310936956479	4.45360741637613	5.86291881219139	2.21606527914803	3.94682257578643	4.12797787955425	4.55043871683326	3.21027960995708	2.17535575999832
"Biomarker209"	4.45349614248289	5.73939270732204	6.42647864680633	5.17943244585828	4.9998557272105	6.41973255477608	5.20020963091261	5.08975669063054	4.13800087756762	4.46220843549432	6.1351709118081	6.67145052651796	4.20760296624206	4.59381784318505	4.2071815860182	6.25532790265389	5.1006492203796	4.95261427245236	7.46160728146152	6.26330079500086
"Biomarker210"	5.0498376134942	5.44363978616814	5.82883312259022	3.05393661542131	4.9605769821654	5.64568258484684	5.58931389798368	3.57348648374148	1.96479554652942	5.34322987287404	3.49685138139348	4.75499338253015	4.31349295899653	8.64094831244062	8.49113804100763	4.08603946540857	5.82570753571299	6.11512396313248	5.1283051408814	6.46571556273082
"Biomarker211"	4.37868891705714	6.90526016764474	4.70822486617913	4.52981750525772	1.87875645225513	3.66646944206892	6.85047297912889	5.04072764400797	3.09104477455896	4.83272577002457	5.67761320458723	5.86927193760105	5.32229137217745	6.67594229993021	7.39503232653713	6.13346511634165	7.38904245085223	6.4423263136312	6.03081631745322	4.89733046344145
"Biomarker212"	7.58088668395798	5.91976270566267	5.40808800909796	5.89632304978912	6.46064884516995	5.84630103433988	4.61685989998506	5.55193039758815	4.46274011876593	5.54381601084827	4.87375633667247	5.13259324962215	6.3183552402069	6.90777847528451	7.12634101824855	5.89221135475909	6.31295106735103	8.52741008555907	5.59262788135684	6.31239376093404
"Biomarker213"	3.7022919796927	5.81127020813036	5.15737065967197	4.20597209009945	4.46847301256582	3.77739572453885	4.33486485900642	4.41370736497511	6.73819492715724	4.4341319592336	5.36554873413502	5.92502927017567	6.7799077250071	6.84851827889348	4.82998451294868	3.07335358322426	7.88103737528981	5.46518133006086	4.02259645689387	6.85891733879935
"Biomarker214"	4.76926030056098	5.39615385280561	5.76097795118807	5.85586789933361	2.40427263211038	4.07023560163487	2.32229652010586	5.25879256972393	5.4711371748557	4.5789921241604	4.31453523306237	4.01558429845079	5.65572864990569	5.28543672724835	3.5317736370522	3.40321481678343	4.68967221210843	2.83914282628293	3.47463950500321	3.65851724098177
"Biomarker215"	5.07358749164958	4.74480326742396	4.73404355143386	3.11110049435671	4.89496594417684	5.22205991105867	5.7887936241939	4.7999996441161	4.93341928713631	4.63481444613496	5.3114098180088	4.02481150259243	4.08454553146713	6.48304544219692	3.4449242577194	4.15162413779021	4.4873901533528	4.62255050040428	5.08552070835846	4.14855327330926
"Biomarker216"	5.58927066848475	6.13047285634413	3.44316398794893	6.09687431449553	5.69561279869639	4.65307256612477	4.82545032517379	4.53590176326907	6.07727064827927	6.81612272251709	3.48287436317083	4.46810565409666	4.58823270819818	4.65552502785635	4.76767614947896	3.88851291571164	5.4290059810195	2.75151880470467	4.91086262732337	4.44584043282901
"Biomarker217"	4.60309239627835	3.70538539938279	5.5217526034726	5.31480802771241	1.90444695570214	5.50451286645284	4.34656300106451	6.04531039235519	5.89566236109166	4.57905531028526	4.76746963419401	4.58752495493569	3.99180858832851	3.17270082999758	4.08360975417191	3.88383191531332	3.26838398697004	4.3238676636711	3.92523758023513	2.07817558988233
"Biomarker218"	6.74077176673791	4.52528735284382	6.51949329605774	5.66564899364208	4.88692676146662	5.01019546937413	5.38651690234785	4.6648440131201	7.73235052834438	3.19816273008728	5.25188090325053	5.78037845706449	6.80142675125736	6.84866953171965	7.35238096979493	8.41566656596141	5.90628309434148	3.83269757231199	5.59513631850498	6.0912147474765
"Biomarker219"	3.76119082533267	5.09344481808437	6.5589571006465	4.31884516021457	6.26210325122287	5.30501219030021	5.744489759967	6.38171978863046	6.53005987723866	6.26336898778278	8.26053786464104	6.31087601947406	5.55483039829916	5.91327334417304	6.59456762202637	4.04712245253811	5.68703544653983	4.2670499085518	5.75320780778596	5.3235684956075
"Biomarker220"	4.24126682062527	4.86685274907224	2.73393531841354	4.35524347043388	6.79135340818925	3.83208340979584	5.91889354031777	6.70627116268997	5.90503403832881	5.75965575954665	5.64317772023241	3.82784929704737	2.3401309250723	4.14667586502281	4.72208082108203	4.52909171662647	1.56842025852311	3.8064486895184	3.53843931744575	4.28508648367736
"Biomarker221"	5.44602404976626	4.1982367208393	5.65836849479622	5.80959469613979	5.17513657222639	4.018072152096	6.22747733812922	3.99161598188011	6.3292080893204	4.26279650092289	4.27401323025706	4.37264643172785	3.79704984706352	5.25973934500637	3.1453078879881	1.31684835240448	6.57930455823657	5.57565735944125	3.82270282297244	4.24468530358298
"Biomarker222"	4.0784928263619	4.59765374512473	5.78046222226405	5.46739220074558	4.99571984936779	5.46047238628798	6.05190931489552	1.98082809614238	4.03735614391236	4.48866343767585	2.36755879378123	4.57850533840968	5.23408190374663	2.41374044558145	3.31364510651768	2.40764866298757	2.90459384487087	5.65793499150885	2.16914844578185	3.56955032685228
"Biomarker223"	4.67974425784735	5.80656306753913	5.2954234512313	7.05270800039584	6.32132830562867	5.14804277611563	4.18150842759888	4.17281513987674	3.98728386327458	4.85733001240774	5.82388949260648	3.97173841535706	1.06706428034222	2.43740937750447	2.77123946965597	3.00229157248722	4.25709629550355	2.73540612466824	5.40608098470896	2.89881395361216
"Biomarker224"	4.75309184717295	4.00528298362208	5.4967883567978	8.38435286094208	7.09175496627677	5.36192730271733	4.46584756559326	5.86363875515607	3.97785782100563	4.28524552278988	6.72403570692659	6.16176807238266	5.88016488598185	6.30090045570476	5.11892629202538	6.38541506750244	6.07394248561878	4.37158693696401	7.38171764377627	6.86417321985741
"Biomarker225"	3.94723987425059	5.65679798055398	6.55740546007211	5.13826613852452	7.7956547100364	5.73292712836438	5.77164606219118	3.74886711657961	4.77413794033374	4.89603830869023	6.13056653584765	7.06206922660694	6.20420349576702	4.26225761509736	3.85567571636635	8.61698385748353	5.19331387994735	5.11527402574484	7.75648752486023	6.96807649218722
"Biomarker226"	3.05248788812704	4.93934963627804	5.65180887155571	4.86732280360791	5.37246049267639	6.86329969306192	5.75105495570064	5.08556137613534	5.15909439549166	4.39757971740344	4.97904749512867	4.39739685815287	6.04888957445743	3.67257046696252	4.41353494587693	3.00749334701969	4.29890031365578	6.15680437925274	4.8550105383418	3.36060074511003
"Biomarker227"	5.38096063532891	6.0006660765983	6.48031917385392	4.93237241008127	4.88814256066868	6.32790233575605	4.59637315230828	4.12815418195439	6.44317689681372	4.58501533288321	5.47356920641703	2.31713550980384	6.24139289588941	3.1812247437841	3.96607362895058	2.68180075945673	4.2969872397501	5.18658281987166	5.05255536249575	4.12668963658652
"Biomarker228"	6.50242980621558	3.5329423427963	4.69937142308257	5.32049834002057	5.5045497184099	5.12847788619019	5.384195173469	6.57905690467706	3.61935310960197	5.92442741815874	4.68143895926408	4.8267865102488	6.25415537166954	6.156353615125	6.62069937826605	5.52201926455535	6.35106727668205	7.82375380018016	7.39590177390907	7.54663118080565
"Biomarker229"	4.33349683563213	5.84035140686792	3.67410164601422	4.27162295569684	4.70205968871752	4.75228931044142	6.19692024559152	4.10853259461668	3.78214895711014	5.50347072503604	6.39166294814778	6.24716896676158	6.26377464594332	5.74708654775627	7.87715234992858	7.35592723823096	8.06148367951634	4.69174920954956	7.58549181801846	4.13544563416444
"Biomarker230"	6.22838104108794	5.65781105117677	5.72054730961781	3.60270105825554	4.55432485209923	3.05167880507443	6.58150481856049	4.51171000398027	4.44890673564039	5.13747780431895	3.84038128598183	3.82264367976697	4.36413458782016	3.58376079662046	4.73934401437888	3.93987282017607	4.32988420960765	4.83703162614805	4.08042201231838	6.0707422767218
"Biomarker231"	4.18590758621592	5.96892592226472	5.65603422000605	4.1948413015936	5.05980703080267	5.14080509258005	3.29404339553081	5.27190243086128	6.8418304156798	5.21926039492704	2.94516937724819	2.92179664715377	3.56820020282187	6.835872165447	2.60526876631635	6.18704649806926	4.39624729532647	4.79271614445502	5.38162524364877	2.61186973308305
"Biomarker232"	3.66441032214584	4.93658537748052	5.80055281013126	2.71687617181495	5.1253117222958	4.79255222758608	6.16438925550834	6.03781071531762	4.62428379778473	5.47884812428071	5.93286979484402	4.60743668917625	2.60415931321144	3.00235233088243	4.61413517564147	3.56801799608057	2.27841315550433	4.33143071053202	3.81433103367054	5.05790962548134
"Biomarker233"	4.73848729070786	4.82199274281786	5.43630733346419	3.80926342288013	3.41397323600373	5.7362892407888	3.67879999646903	4.2899110134041	3.51830250597498	5.69407347847532	5.1439220897024	2.65403169144809	4.78709502738681	5.42627497920652	3.53019762444527	5.15308383854832	3.3719944627885	4.60143608305632	4.33214058774728	4.44395102532061
"Biomarker234"	4.52920325506621	4.10066038866293	3.97508391606899	5.06219318929372	4.66568499357596	8.90310626422267	3.684717527911	4.96295437334547	2.27952442852611	3.11664032250601	4.69817732213783	2.98645168603997	2.67934620132346	4.48302062071247	5.86264505634061	5.11016190111344	5.2457000973654	4.0265670158935	6.36443680227192	2.91281205915014
"Biomarker235"	5.60228073150356	6.08495546139378	3.92490804170193	5.19213514253767	5.39505918215809	4.35639307004003	5.68698572357573	4.9842442803422	2.73054030587333	3.96163904845585	7.371368254653	5.91069392316285	5.46692140290783	6.56095406806605	4.37159106999157	3.31679889145797	5.19248774986381	6.89674555990117	5.30604951840027	5.24790520433109
"Biomarker236"	5.66751768155815	4.60463405929521	5.90846409014997	6.84040346550709	5.84552556796252	3.94182429650725	6.1006596202495	5.63284969248019	6.33818903047788	5.37089375877458	4.07252827017964	6.32933201758286	4.71825527441302	3.85659029904507	4.70245804286522	3.74103347084544	4.39650200677566	2.44925058933162	3.19624978045814	4.20703459011725
"Biomarker237"	3.33122687916257	5.13465064617398	3.5480032193251	7.2468905683265	4.91555374712506	5.17101882226785	4.97444118770002	5.21329345222611	4.93805523075424	4.77373252380685	3.63316159181677	4.9581566455302	3.21512571719821	3.66120514045378	3.81354303819861	2.43761252642004	4.90430230343568	1.23201516197754	4.25043415030449	4.64031613843603
"Biomarker238"	3.30155372998251	4.80561336910205	1.92386547874438	3.27783660628713	5.14418364312148	3.31355940715454	5.6925606826252	5.44037193672801	5.34850265902807	5.52269224760947	2.32566004184182	2.66803431083019	2.08150294266715	3.9020232736041	2.92178936151433	4.33139697366682	5.63987668948417	1.17781608933622	5.54451705904756	3.77759322276647
"Biomarker239"	5.09901531659986	4.69155982766535	4.34880927298126	4.23302214077188	5.02970544520458	4.92710576504935	4.48495583426896	6.90320927585032	5.33464467892259	4.34890955715904	4.5345931340745	3.84267917474396	3.51279914347595	4.12612716723507	4.35712969936686	6.59144852480465	5.4157405956388	2.29100722488383	3.87463055120552	4.23436113041555
"Biomarker240"	4.92171651497148	6.21014508156912	8.13554716985774	6.10713245404333	6.3918915460493	3.3721465377683	5.98023873591222	4.65536938801664	6.56427889065499	4.33368108010018	4.30900474068131	5.75713109552834	6.85788687051133	8.00127873923541	5.30643257984785	6.59081362008964	7.27660509694164	5.79715598746761	6.04401739578813	7.62233955618396
"Biomarker241"	4.38639232807805	4.33193772675528	5.95809028054137	4.38247029007481	7.04797643366204	4.92007960311246	4.36489091345057	6.99932707124176	3.43670848691006	6.77174899728307	6.04540351572501	7.43918480110806	5.62709268052897	5.87227423861588	4.20523116310437	4.43446115835215	6.16137630220761	4.53923437852299	5.56406509408666	4.95990923085369
"Biomarker242"	6.35683566557053	5.52989188538785	4.31982593493156	6.29616664329537	3.14541407575771	4.40102081067918	5.62203223845406	4.09035196559428	3.83814913113303	5.19893885843783	6.28912010085621	4.71631741532515	7.45112828464076	5.10391666039551	7.15090249349043	6.47916203589864	7.67200958116376	6.80054174167734	6.49167089010589	6.88614889778949
"Biomarker243"	5.3958057983811	7.34657583445733	5.70886512465361	5.03709501821771	5.77869647575114	4.34552141085867	3.85914908210044	3.31338821606016	3.91118205653451	5.31862452300859	4.04899910137241	5.27848148263856	4.68646047794177	5.47930158558601	3.92183160972259	3.82860567079392	2.05171732484311	2.90731811681598	3.55167610490366	3.29550471880094
"Biomarker244"	6.08997122195808	4.61838621927541	3.97381843322514	6.37784300285371	3.44139855120738	5.214759130618	3.75648422644767	5.22281556048678	2.22103476179005	4.06673143756129	4.44644115688879	3.90444689860192	3.51992244343331	5.52870086544602	3.51891323238548	2.99174810593724	3.03845276624244	6.23474295016809	2.30631718244029	3.24042542039379
"Biomarker245"	5.56698346497763	3.66624645379738	5.64444457302337	5.62120761343818	2.4931934958731	6.00803785185075	5.04399391015395	5.34368302358532	5.47463503777473	6.5364681809548	7.05277233103004	3.74647335744287	8.81923045512364	7.70588864138665	6.44148461105888	4.76592851783201	5.43652678981577	6.51024227252728	4.89141758774442	5.36991540706071
"Biomarker246"	3.00839449267145	6.8772099885176	7.85567002204104	4.89987338501922	4.22858628096592	5.33275878994978	2.77522282478446	3.02460968342322	5.70323007913032	5.64335457263376	1.95154804949401	3.28025299640739	3.73952155083143	5.31059350232751	3.61286601426275	2.72366925376525	5.36109803170591	3.82915013388396	3.46516064174144	4.30650496948985
"Biomarker247"	3.45379731343822	5.60595331216921	4.4494974205701	3.36553023623078	4.47138826728718	5.11474903020298	4.18923512671167	4.43962813686463	6.16752746384098	4.85151584204514	2.80912080017201	4.79882846469278	3.46734888269133	3.48549869141241	1.91062946883845	1.60170467150965	4.69597500174068	2.79291828339331	3.69106045136158	4.11888473583052
"Biomarker248"	6.34298563091729	4.97589282439043	7.32473556834932	5.808767503676	7.05572849486338	5.51209801347579	4.74383825187356	2.93379540487791	3.60327009135763	2.59021449906452	4.7762271752141	4.23113377141026	5.20234635592097	3.09601729573808	5.02094295837522	2.93905293378778	4.03060514780025	5.09199906659566	1.86551555417521	3.50196933600121
"Biomarker249"	4.95666660706956	4.99470953626156	5.49118640857771	3.81437428449216	4.15033077525599	6.15669838384307	5.76139871708373	4.06606253902018	5.46147946321823	5.42062295611473	5.95555682752303	5.90912978731805	5.98480688081168	5.32593996613153	5.32972525687871	6.63656257331066	5.02711967390565	5.77800428969346	6.51974426008031	4.8023525647622
"Biomarker250"	3.43315408865324	4.906195236914	6.36767346501231	2.48480851902395	5.01398229622244	4.05393263470829	4.3552557660485	5.00403410150184	4.69931598190183	3.85388578043515	3.23437914479251	3.9265648210831	4.60352536075425	3.97785000117284	3.97793686676511	5.72432694881857	6.79236252231507	5.47372240004758	4.91911670388189	4.87753353020698
"Biomarker251"	6.07105825964847	3.97896271677127	5.55926327087136	4.14376144048856	5.59919821887526	5.37641492844349	6.04062024167087	5.33156958250273	6.70988423211782	5.64457083888443	7.22521124572587	7.76036606021509	3.13171002014234	7.72024638263421	5.43060136773992	8.38292545527964	7.56116551049505	5.20729150532122	4.72270006029088	4.6458832537116
"Biomarker252"	5.23863229421119	5.67400519179217	6.41883913625922	5.86989533561035	5.93209805182268	7.11048235412009	3.11751204181497	6.23917053997285	6.99514716058957	7.05465164113737	2.49551955439157	3.94365583471972	2.83000101037126	3.83404520023537	3.07390944471294	3.80263724779961	5.48603918078978	3.71145070300701	5.05894916843029	2.61394714164537
"Biomarker253"	4.52641885043244	5.55569980348535	2.52106515119203	3.82072782103879	6.69570651940439	6.11041771493308	3.37928393356565	4.77573785045147	4.38278142351488	6.89397519794709	7.38519270681241	6.41185042350869	4.76339503918161	5.61972356605232	6.76402988171555	6.97287442002404	7.94311773597095	6.79008089917999	5.39527378406929	6.66169844741224
"Biomarker254"	5.92957798124152	4.65373520177418	6.38287891572965	4.33137278176527	7.27351158012419	5.10103148950518	3.68395002966872	6.01512167868314	3.31564224423173	5.2760860844423	6.53174660176912	5.1883444870745	6.84327854475783	4.05280429963645	6.07345882020226	5.94860647604521	5.15195283170999	5.20412836646894	3.35260572731837	5.96486613798487
"Biomarker255"	4.59648577205356	4.57337024405982	4.36274355213162	4.61918405427504	6.04307605908245	4.6802575306888	3.62333794216426	5.87173227527946	5.10976834865751	5.30653835514958	3.10737119720609	2.9941201596799	3.44513904005236	3.03784315207759	3.89421820458155	5.13665233577431	5.36263465007726	3.55394235574172	3.52547158549994	2.43124569807971
"Biomarker256"	4.86578177130086	3.83517536314241	5.1300206974611	4.89915887226333	4.07126344975934	6.08432085853686	5.30388683677534	7.43684855577559	3.86389435170595	7.59988131277169	4.14301036717839	2.81001854078692	3.70823688229146	4.51266960010289	3.39293633958617	4.124456957342	4.8644914404672	4.27265255428529	4.18257984383889	5.4758553854376
"Biomarker257"	6.20784019824763	5.9369024485518	5.31307296769663	5.64662549218871	4.9166108205175	5.60605001780026	5.31079938356547	4.32473686208278	5.29129220817962	3.22112641656364	4.99061740889356	3.86382632167249	3.52542007369874	4.67444720242937	1.39755601448527	5.09035574925283	5.37093568102158	3.14809950972571	2.4466002141886	5.3042949141828
"Biomarker258"	2.32728199000348	6.05019288710097	2.46123693239179	5.35611694641281	4.79545902214003	5.97728787694689	2.77204195087015	5.01269191934528	3.63132452340626	3.39572583842156	5.87824963797959	6.4411010752275	5.59075640654476	5.81312927665976	4.7279801889724	8.78526709091192	6.36793979308896	8.11477575613542	4.58179984131982	5.71787726841728
"Biomarker259"	5.48844760021782	5.03368831047792	3.55877292611547	6.62547005073539	4.75480458671457	4.47314436903617	5.55467672651206	6.34875802553163	7.1709398092366	4.47836627789912	4.04009223709004	4.06885276369017	3.63430272261346	4.61106162415235	2.91144834449686	4.09305855792018	4.6606005061076	3.54963701161696	3.20667415239558	2.85530864731043
"Biomarker260"	4.46541196822335	5.12135172545037	5.63422120457656	5.75984458484068	5.70720470645173	5.85513659538971	6.96295472648401	5.49046517079073	7.8780246495239	4.86835212976609	6.81712852106864	3.67686684949299	3.12237864682152	5.65184424637667	6.3455503994783	4.69544250144671	5.38762980316324	5.60737340320011	5.00480086475707	6.56151478757048
"Biomarker261"	5.71318443876181	3.82063755368395	3.77150781688303	7.68629478578332	3.20795176636123	5.56594137772686	3.08090498404959	5.16629545012042	6.40769138813195	5.10932776924809	6.59254534165535	6.30284309691182	6.40909868938199	5.79317464441013	5.86156921843742	6.4897098817734	5.38225524510233	6.02258809802445	5.74429353347894	5.36319412184892
"Biomarker262"	3.70355541897941	2.74064544878274	5.65970691189633	4.07604647929788	3.74469143678965	5.19561740677819	3.44339720121099	3.79953393157468	6.53918999400742	3.6472329781911	6.84922002867674	5.29312028385436	8.10364377477227	5.61812428243609	6.59842998385027	7.09168856358759	6.68647714282883	8.16018663481408	6.56610105913972	4.14149317402669
"Biomarker263"	5.84634223539018	5.34577102505634	4.59548150369931	5.55834802986543	3.68396284717141	7.3781414644334	5.1338028422227	2.58452493011342	6.27966873759256	3.97192293140734	3.08065549221837	6.35913161978702	5.1743854415974	5.28508243322576	4.3244919993023	4.09538441484556	5.51779867238105	4.74695417219338	3.53840716201176	5.50870465208777
"Biomarker264"	4.14162428419215	2.74303726283955	1.94467867390713	6.17663127759261	6.40057463627567	5.74519533206915	4.60718127021274	5.74963035816197	7.1612021769382	7.35367571231357	3.50630121246568	6.49671331365504	5.76028686152297	3.99630569304106	3.48345843365367	2.11033138695838	3.64373665812831	4.08059022854964	4.77631233341385	4.66205533492345
"Biomarker265"	3.84290653935749	4.52519588686761	4.15373770594847	4.27824140750465	5.41938426680064	5.00633368487733	4.09875169849527	4.10215847182801	3.30657367046145	3.43050369702986	6.22297278454293	6.14747654156825	3.45365021833932	2.14747732314555	4.88121437850374	2.93211082368871	4.52936129692678	3.29871956977656	3.73092244423842	2.75923645902685
"Biomarker266"	3.69909545525194	4.91001652556471	6.30730166809106	4.02934912810431	5.30514693213866	2.73034457123582	5.02420969667831	5.98205669859018	5.88913200768644	4.21872007730759	6.97018880625178	3.03345204586118	3.50322298522784	1.94430655574218	5.88420783526646	3.70386318686161	2.49754573289787	2.33239343867074	4.62705846508849	1.88014729098885
"Biomarker267"	6.34945774589147	3.61555524974844	6.3906935775486	3.50081851386634	3.62142006294169	3.35630664973641	5.15555956527236	4.81177791390339	3.58031281365263	4.73226358055429	5.02527355601518	5.8693229587471	3.37681530290327	5.86144523747217	7.47496197776523	6.64705941798689	7.23636990166082	3.7402848299632	6.39897880768857	6.0212755028735
"Biomarker268"	3.76442446165603	6.25301834656745	6.22266146148645	5.94155081638006	5.39401823006321	3.50292776830122	4.77514602766644	6.31977029877709	5.16113399428201	3.49370200305679	3.34175399279355	5.85177241796533	6.40619072272186	6.02298149560328	3.94001824196831	6.28295496943572	6.03179564124811	6.19386821823254	5.02413512853723	7.08088685454537
"Biomarker269"	3.87249697036758	8.09282705957987	5.35497097901811	5.11802314544734	4.02444688421336	6.68089233298416	6.12194537285999	2.49310589086859	6.72794769435753	6.06320598244839	2.58555037869419	3.60939149980479	3.40947772384318	3.59132522149222	5.4720136419034	3.38364738547492	2.93101011833807	3.31181913115946	3.60534103540833	3.4886881235289
"Biomarker270"	5.4818685203244	5.70011093174365	5.39036554777949	2.97686898851217	6.57570333083598	5.36690786403558	5.37511544650486	5.49004297130315	6.81156565777095	6.13836150075134	4.70489939961124	5.29565194440129	3.64116912105755	2.91924122714869	5.72386048375666	2.94299865860571	2.34529305296685	2.62101674825915	4.66534748363718	4.22034008049357
"Biomarker271"	3.85703894702889	5.77393611060589	5.19090588321576	5.5041296740645	4.01400714552377	3.56589972904025	3.8577107394707	6.24782826269364	5.43818627609112	5.62445823239541	5.80545892426296	6.00752957168376	6.13450246041173	7.17863853615601	5.05583252384497	5.17522567370626	6.16503268710522	4.99683536057892	6.82373069532025	4.56565909972068
"Biomarker272"	5.4024025927965	6.5123811253472	3.85201625329793	2.91950288270421	4.05489642984913	4.67567671884973	2.01188451308892	5.72268850339835	5.44948404781674	6.23526787500739	6.32706120096025	6.12676888055767	5.06021570902166	4.86723655699356	3.86285779189106	6.37375618498861	5.16022758337578	5.05202690993729	4.87584427645228	4.29063696346619
"Biomarker273"	4.49664777311615	7.28830419364801	6.66070598899563	3.43494478026375	5.32605762486821	3.53142086861454	3.66283562097912	3.80891015192771	6.87544734886703	5.6916970448164	4.98815677371057	5.26188919469843	6.92869028585017	6.41401744232554	6.22828150087796	7.62641286041417	5.12581442317104	5.71406706986576	6.4333619575801	6.28285469251459
"Biomarker274"	4.87439850769969	4.9810744782375	6.33285491447101	6.85707259705397	3.02734206066024	6.59803392968108	4.2657195059909	3.02070676823295	5.38897522352619	5.51049854305336	5.54288885889403	4.85340952883591	3.77436405864413	5.06467653769494	3.96105315806898	2.29822289003278	5.05250172918235	4.50248079024108	4.66830906234213	5.13362698678919
"Biomarker275"	5.00795206291586	4.37320071208904	4.99770646099482	4.92316544197737	3.6301091152688	4.12391027497978	4.67720234817657	4.4801941264008	2.65410075134746	5.36313718271974	6.60795423353272	6.51106451937429	6.20866875395733	7.76971195060306	6.3762426487308	5.05576414454759	5.01976212580848	7.24587388325247	6.00825182174607	6.93449856286483
